Test_Index,True_Label,Predicted_Label,Confidence,Abstract_Preview
41,Tuberculosis,Dengue,0.3968266177583023,"Mycobacterium tuberculosis, the leading bacterial killer disease worldwide, causes Human tuberculosis (TB). Due to the growing problem of drug resistant Mycobacterium tuberculosis strains, new anti-TB..."
